id,title,category,age,summary,link,date,Rating,
11,"사념처 수행 : 
마음의 네 가지 돋보기 (The Four Magic Focus Glasses)",어린이 동화,어린이,"사념처 수행이라는 현재 집중 훈련 방법을 7-10세 아동이 이해하기 쉬운 친절하고
 쉬운 만화/동화 스타일의 15페이지 스토리북으로 만들어 주세요. 사념처는 몸, 느낌, 마음, 법 네 가지에 현재 집중 관찰하는 훈련이며, 이 훈련이 망상, 고민, 괴로운 생각으로부터 벗어나 몰입력을 높여준다는 내용을 담아야 합니다. 각 훈련 방법은 걷기 명상(듦감놈), 식사 집중(먹고-씹기30회-삼키고-꿀떡), 현재 작업 집중(시작-실천-변화), 현재의 변화 알아차리기 등을 포함해야 합니다."" 요청하신 대로 7세에서 10세 독자를 위한 '사념처 수행'에 관한 스토리북을 친절하고 쉬운 동화/만화 스타일로 작성했습니다. 이 이야기는 마음챙김의 네 가지 장소(몸, 느낌, 마음, 법)에 집중하는 훈련 방법을 통해 아이들이 고민이나 잡념에서 벗어나 현재에 몰입하는 힘을 기를 수 있도록 돕는 내용을 담고 있습니다",https://g.co/gemini/share/29e37f252c3e,2025-10-10,0,
12,말의 힘 실험(긍정과 부정),어린이 동화,전연령,"식물에게 긍정적인 말을 들려주면 잘 자라고, 심지어 진심이 담긴 긍정적인 말은 
성장 효과를 극대화한다는 과학적 실험 결과와, 긍정의 말이 우리 삶에 얼마나 중요한지를 재미있는 이야기로 담고 있습",https://gemini.google.com/share/c3e5068f3b38,2025-10-15,0,
13,만덕 할아버지의 세 가지 소원,어린이 동화,초등 이상,"가난한 약초꾼 할아버지가 요정을 만나 세 가지 소원을 얻는 이야기를 7세 독자들의 
눈높이에 맞추어 수채화풍 삽화와 배경 음악을 곁들여 완성",https://gemini.google.com/share/f5eca40cb9b5,2025-11-29,0,
14,"나무아미타불을 외쳤던 스님, 원효 대사",어린이 동화,초등생,"원효대사의 생애와 일화를 동자승과 고승의 대화체 형식으로 구성하여 8세에서 
10세 독자들이 읽을 수 있는 역사 교육적인 이야기",https://gemini.google.com/share/a67450f0db64,2025-11-29,0,
15,"마음의 모양, 동그라미 그리기",어린이 동화,10세이상,"복잡한 세상의 질문들을 '동그라미 그리기 놀이'를 통해 명쾌하게 풀어내는 수학자 
선생님의 지혜를 담은 이야기로, 약 10세 어린이의 눈높이에 맞춰 제작",https://gemini.google.com/share/1680904a8f64,2025-12-20,1,
16,인생이라는 멋진 여행,어린이 동화,10세이상,"인생이라는 초행길을 준비하는 10세 어린이를 위해, 부모님이 들려주는 나침반, 
지도, 돈의 지혜를 담은 따뜻한 수채화풍 이야기",https://gemini.google.com/share/12c88eea546f,2025-12-20,1,
17,"기억의 숲, 지혜의 집",,12세이상,"치매 인구 증가와 예산 부족으로 위기에 처한 돌봄 센터를 청소년들이 지혜의 
터전으로 바꾸며 할머니들과 교감하는 감동적인 이야기를 담았으며, 이 스토리북은 12세 이상의 청소년과 전 연령층",https://gemini.google.com/share/ac4f07471572,2025-12-28,0,
18,여덟 개의 그림 속 보물찾기: 팔상전 이야기,,12세이상,"사찰을 처음 방문하는 청소년들이 부처님의 생애를 담은 팔상도를 쉽고 재미있게 
이해할 수 있도록, 보살님과 함께 숨은 그림을 찾으며 8가지 장면을 탐험하는 이야기",https://gemini.google.com/share/eb3ab529a43a,2025-12-28,0,
19,보리와 쌀: 마음을 키우고 세상을 채우는 법,,13세이상,"보리가 깨달음이라면 쌀은 우리 삶을 지탱하는 양식이라는 재미있는 비유를 통해, 
어려운 불교의 가르침을 청소년들이 '멋진 어른이 되는 법'으로 쉽고 즐겁게 배울 수 있도록 구성",https://gemini.google.com/share/944b36a1aed9,2025-12-28,0,
20,"빛나는 계절의 끝에서, 우리",,성인,"2026년 새해를 앞두고 한 해 동안 고생하신 동료와 소중한 인연들에게 전하는 
따뜻한 감사와 용서, 그리고 새로운 희망의 메시지를 아름다운 수채화풍 삽화와 함께 성인 독자의 눈높이에 맞춰",https://gemini.google.com/share/971cea921a58,2025-12-28,0,
21,인공지능 그림자 속에 묻혀버린 빛,미래 대비 교육용,전연령,인공지능 그림자 속에 묻혀버린 빛'이라는 제목으로 인공지능 시대의 위험성을 경고,https://g.co/gemini/share/6117f88822d4,2025-08-12,1,
22,AI 시대의 기억력 마법사 우진이,미래 대비 교육용,,인공지능 시대에 변화된 학습 방법을 전수,https://g.co/gemini/share/b5327d020a17,2025-01-01,1,
23,불안이와 지혜 선생님,미래 대비 교육용,,"급변하는 인공지능 침투 사회 때문에 미래 사회 대비에 불안해하는 
'불안이'에게 깊은 통찰력으로 차분히 대응할 것을 주문하는 '지혜 선생님' 이야기",https://g.co/gemini/share/f117c320b406,2025-01-01,1,
24,지혜의 나침반,미래 대비 교육용,,인공지능 시대의 패러다임 변화와 미래 준비 방향에 대한 내용,https://g.co/gemini/share/ecef19d72ccf,2025-01-01,1,
25,수민의 도자기 화랑,미래 대비 교육용,전연령,대학 졸업후 창업까지,https://g.co/gemini/share/a8c3167a7bb7,2025-08-10,1,
26,대운의 나무 망치,미래 대비 교육용,전연령,"대운의 애니 회사 창업 스토리 가상으로, (인생 망치, 지식 망치 참고)",https://g.co/gemini/share/95184df02b01,2025-08-11,1,
27,나래의 서울 취업 성공기,미래 대비 교육용,전연령,"서울 취업을 결심하는 단계부터 취업에 성공할 때까지의 과정을 7단계로 
나누어 제시하며, 독자가 취업 성공을 위한 구체적인 목표를 세우고 철저히 준비할 수 있도록 돕습니다.",https://g.co/gemini/share/f04d5128f3a1,2025-08-13,1,
28,하새땅씨: 평화로운 조직을 위한 리더십 이야기,미래 대비 교육용,전연령,"다양한 리더 스타일을 네부류""하새땅씨""로 묶어 보니 이세상은 다양한 
리더가 함께하게 되고 가정이 가장 적은 단위이고 그리고 회사와 국가 등이 있는데, 여기서 네 부류는 하늘 땅 새 씨 같은 사람들",https://g.co/gemini/share/21c7c02a8c78,2025-08-12,0,
29,조화로운 세상: 하새땅씨 이야기,미래 대비 교육용,전연령,"다양한 리더 스타일을 ""하새땅씨"" 네 부류(하늘 같은 사람, 땅 같은 사람, 
새와 같은 사람, 씨앗 같은 사람)로 묶어 직장 생활에서 알게 된 내용을 바탕으로, 가정을 만들거나 직장 조직을 구성할 때 다양성, 형평성, 공평성을 일깨워 평화로운 조직 생활을 전하는 스토리북을 신입 직원을 위한 교육용",https://g.co/gemini/share/a92b528235d1,2025-08-14,0,
30,하새땅씨 회사의 비밀,미래 대비 교육용,,"하새땅씨 리더십 유형과 조직 관리 방법을 다룬 스토리북을 만들었습니다. 
이 스토리북은 조직원들이 리더의 스타일을 이해하고 조화롭게 일하는 데 도움이 될","https://g.co/gemini/share/020f27d3e9eb
https://g.co/gemini/share/5b27e09c19c9",2025-01-01,1,
31,마음의 정원지기,미래 대비 교육용,전연령,"충조평판 금지, 좋은 뜻도 화내는 경우 지혜롭게 사는법",https://g.co/gemini/share/1fe997e76492,2025-08-10,1,
32,어머니의 기도와 뇌 과학 이야기,미래 대비 교육용,,"어머니의 기도와 현대 과학이 밝혀낸 인간의 본성이 일치한다는 내용을 
뇌인지과학자와 어머니의 대담 형식으로 풀어낸 이야기입니다. 이 이야기는 인간의 기본적인 생존 본능인 2A 본성(접근/회피, Approach/Avoidance)과 행동 조절 본능인 2P 본성(강화/예방, Promotion/Prevention)을 쉽게 설명하며, 모든 연령대의 독자들이 이해할 수 있도록 구성",https://g.co/gemini/share/6bc4653c2d07,2025-01-01,1,
33,단군 할아버지가 가르쳐준 육아보금 - 단동십훈 이야기,미래 대비 교육용,,"단군 할아버지가 가르쳐준 육아보금 - 단동 10훈을 통해 아기의 인지 발달과 
운동 기능, 뇌신경 발달을 돕는 과학적인 놀이들을 배우는 이야기",https://g.co/gemini/share/634a942f81a9,2025-01-01,0,
34,스프링처럼 튀어 오르는 새롬이 - 회복 탄력성,미래 대비 교육용,,"마음챙김 과정을 통해 회복 탄력성을 배우고 실천하는 내용 . 
이 이야기는 시련과 고난을 이겨내는 긍정적인 힘과 희망을 강조하며, 독자들에게 자기 효능감을 통해 ""나는 할 수 있다""는 메시지를 전달",https://g.co/gemini/share/706c52fc390e,2025-01-01,0,
35,하나와 지혜의 정원 - 칠불교 육불합,미래 대비 교육용,,"아시아 최고 부자가 가르쳐 주는 지혜, 칠불교-육불합 스토리에 대한 그림책을 
업데이트했습니다. 13페이지에는 칠불교와 육불합에서 배운 것을 바탕으로 가정화목, 인간미, 동정심, 긍정적, 감사, 은혜 보답, 원칙, 사명감, 이타행, 보시, 지계, 인욕, 자기계발 정진, 선정, 지혜를 갖춘 친구들과 함께 하겠다는 결론",https://g.co/gemini/share/14f56fe86e62,2025-01-01,0,
36,허산골의 그림자,미래 대비 교육용,,"우울증 환자를 위한 공포 극복 스토리북을 만들었습니다. 이 이야기는
 허산골에서 길을 잃고 공포에 사로잡혔던 나무꾼이 성인이 되어 공포를 극복하고 하늘을 보며 안정감을 찾는 과정을 담고 있습니다.",https://g.co/gemini/share/601072e7a20e,2025-01-01,0,
37,식물의 지혜를 배우다,미래 대비 교육용,,"식물로부터 삶의 지혜를 배우고, 식물의 잎 돌려나기에 숨겨진 피보나치 
수열과 황금비율에 대한 놀라운 비밀을 알고 점차 더 놀라운 식물들의 전략을 배운다",https://g.co/gemini/share/ee4b318ec239,2025-01-01,0,
38,"자연의 눈, 미래의 기술 (Nature's Eyes, Future's Technology)",미래 대비 교육용,,"""자연의 눈, 미래의 기술""이라는 제목의 스토리북을 만들었습니다. 
이 스토리북은 잠자리와 거미의 놀라운 눈을 통해 자연에서 영감을 얻은 기술 혁신에 대한 이야기",https://g.co/gemini/share/d4f70aaa8679,2025-01-01,0,
39,산삼 찾아 삼만리,미래 대비 교육용,,"청소년을 위한 '산삼찾아 삼만리' 스토리북을 만들었습니다. 이 이야기는 
산삼을 찾아 나선 주인공이 여러 어려움을 겪고 마침내 산삼을 발견하며 8단계 스토리 서클 이론을 깨닫는 과정을 담고 있습니다.","https://g.co/gemini/share/103189b225c4
https://g.co/gemini/share/92003f745aa5
https://g.co/gemini/share/fed1a37bf825",2025-01-01,0,
40,밥상 위의 지혜,미래 대비 교육용,,식탁 예절을 통해 삶의 태도를 배우는 내용의 스토리북,https://g.co/gemini/share/35041e2c010e,2025-01-01,0,
41,생명의 춤: 아름다운 공존 이야기,미래 대비 교육용,전연령,"식물과 동물, 미생물의 공생 관계와 자연 보호의 중요성을 다룬 이야기가 
완성되었습니다. 이 이야기는 모든 연령대의 독자를 대상으로 합니다.",https://g.co/gemini/share/86a85831c8be,2025-01-01,0,
42,낯설게 보기 훈련,미래 대비 교육용,,"뇌과학자가 강조하는 '낯설게 보기'에 대한 이야기를 저학년을 위한 이야기책으로
 만들었습니다. 이 이야기는 낯선 경험이 뇌 발달과 기억력 향상에 어떻게 도움이 되는지 알려줍니다.",https://g.co/gemini/share/02be8bbf621d,2025-01-01,0,
43,인공지능 시대에 살아남는 법,미래 대비 교육용,,"AI 시대에 천연지능으로 살아남는 방법에 대한 스토리북을 만들었습니다. 
이 스토리북은 AI의 발전과 그에 따른 직업적 위협에 대한 우려를 다루고 있으며, AI 시대에 인간이 갖춰야 할 네 가지 소양에 대해 이야기",https://g.co/gemini/share/e4a310b718bf,2025-01-01,0,
44,나노바나나와 새로운 모험 파티,미래 대비 교육용,,"중요한 생성형 AI의 등장으로 직업적 변화를 겪는 사람들의 이야기를 담은 
스토리북을 만들었습니다. 이 책은 성인을 대상으로 하며, 기존의 기술이 잊히고 새로운 동료들과 낯선 모험을 떠나는 서사적 판타지 탐구 형식으로 구성",https://g.co/gemini/share/b1a32df4a944,2025-01-01,0,
45,은하 탐험가 소윤의 우주 대모험,미래 대비 교육용,,"아이의 그림을 기반으로 한 '은하 탐험가 소윤의 우주 대모험' 스토리를 
만들었습니다. 이 이야기는 4세 독자를 대상으로 하며, 용기와 지혜를 배우는 소윤이의 모험을 담고 있습니다. 제공된 그림 파일이 이야기 내용에 100% 반영되지 않았을 수 있습니다.",https://g.co/gemini/share/dfa2aa865aba,2025-01-01,0,
46,마법의 픽셀 캔버스,미래 대비 교육용,전연령,"픽셀 아트로 캔버스 위에서 이미지 편집 방법을 배우는 이야기를 담은 
스토리북을 만들었습니다. 이 스토리북은 모든 연령대의 독자를 대상으로 합니다.",https://g.co/gemini/share/91dfb5c75995,2025-01-01,0,
47,쓱쓱 그리는 마법 붓,미래 대비 교육용,전연령,"코믹 아트 스타일로 캔버스 위에서 다양한 이미지 편집 방법을 보여주는 
이야기를 만들었습니다. 이 이야기의 예상 독자 연령은 정해지지 않았습니다.",https://g.co/gemini/share/1d0eb4e556ad,2025-01-01,0,
48,"태도, 가장 강력한 힘",미래 대비 교육용,성인,"인공지능 시대에 살아남는 태도에 대한 스토리북을 만들었습니다. 
이 이야기의 대상 독자는 성인",https://g.co/gemini/share/15c960e31f7c,2025-09-19,0,
49,골목길의 그림자,미래 대비 교육용,성인,"그것이 알고싶다'를 즐겨보는 20대 여성을 주인공으로 한 이야기책을 만들었습니다. 이 이야기책은 성인 독자를 대상으로 하며, 흥미로운 미스터리를 담고 있습니다.",https://g.co/gemini/share/63a7a0fc8cf4,2025-09-25,0,
50,비움의 깨달음,미래 대비 교육용,성인," 이 이야기는 삼촌이 도사를 만나 비움의 미덕을 깨닫는 과정을 담고 있으며, 성인 독자를 대상으로 합니다.",https://g.co/gemini/share/60ed8d4d246e,2025-09-25,0,
51,세월어 서고에서 뇌색남의 길을 묻다,미래 대비 교육용,성인,"성인 독자를 위한 스토리북으로, '뇌색남이 되는 길'이라는 주제 아래 
발달심리학에 따른 생애 주기별 두뇌 발달의 황금기와 훈련법을 담았습니다. 두뇌 개발에도 때와 시기가 중요하며 이를 미리 알고 대비하는 것이 미래에 큰 도움이 될 것이라는 내용을 중심으로 구성",https://g.co/gemini/share/7bc7fb0b5e29,2025-01-01,0,
52,좋은 밥 짓기의 비밀,미래 대비 교육용,어린이,"밥 짓기와 자녀 교육의 유사성을 클레이 아트 스타일의 그림체로 설명
비유 1: 물 = 부모님의 사랑
비유 2: 불 = 부모님의 가치관과 마음가짐
비유 3: 쌀 = 자녀의 고유한 기질과 재능
자녀의 잠재력과 재능을 있는 그대로 받아들이고 존중하며 격려해야 합니다. 
부족함만 보지 말고 타고난 재능을 이해하고 지지해야 아이들이 훌륭하게 자라납니다",https://gemini.google.com/share/8a37acff8a1b,2025-01-07,1,
53,리더의 밥상: 결정과 실행의 비법,미래 대비 교육용,성인,"성공적인 의사결정과 실행의 중요성을 밥 짓는 과정에 비유하여 조직 리더와 
관리자 교육을 위해 만들었으며, 대상 독자 연령은 성인입니다. 이 이야기는 의사결정의 결실을 맺기 위해 필요한 경험, 단계적 접근, 자원 투입, 그리고 지속성의 중요성을 강조합니다.",https://gemini.google.com/share/c626beb56a14,2025-01-07,1,
54,"우주의 동반자, 싱크 (Synk, The Companion from Space)",미래 대비 교육용,전연령,""" 우주 클라우드 데이터 센터에 나의 분신을 생성하여 평생 동반자로 삼는 
미래 기술의 동작 원리와 이용 방법을 다룬 공상 과학 모험 이야기를 만들었습니다. 이 이야기의 대상 독자 연령은 명시되지 않아 성인 독자를 위한 흥미로운 설정으로 제작",https://gemini.google.com/share/0dc37be23ebc,2025-11-16,0,
55,식물 박사님과의 첫 만남 (The First Meeting with the Botanist),미래 대비 교육용,전연령,"식물도감책을 집필하는 식물박사님을 인터뷰하는 storybook을 만들어줘. 
식물하면 떠오르는 것은 움직이지 못하고 고정된 풀이나 나무를 떠올리지만, 박사님이 바라보는 식물은 어떠한지 궁금",https://gemini.google.com/share/4bfd63b4b168,2025-11-16,0,
56,생각의 색깔 치료 수업,미래 대비 교육용,청소년 이상,"청소년을 위한 이야기책을 만들었습니다. 이 책은 이원론적인 사고의 위험성과, 
세상을 흑백이 아닌 다양한 색으로 보는 유연한 세계관을 갖추도록 돕는 뇌공학자의 특별 수업에 관한 내용",https://gemini.google.com/share/e7d075adfc41,2025-11-29,0,
57,"나 자신의 첫번째 후원자는 바로 나 자신이다 
vlog (이시언-이상화-시각화-언어화)",미래 대비 교육용,전연령,"10세 이상 독자들을 위한 이야기로, 개인주의 시대에 자신을 응원하는 '이-시-언' 
긍정 확언 방법을 Vlog 형식으로 공유하는 '나 자신의 첫번째 후원자는 바로 나 자신이다: 긍정 확언 Vlog'를 완성",https://gemini.google.com/share/ea7eb95c6338,2025-11-29,1,
58,원효 대사의 분석 틀: 세상을 보는 과학자의 새로운 눈,미래 대비 교육용,전연령,"8-10세 독자를 위한 이 이야기는 고대 승려 원효 대사의 통찰이 현대 과학자에게 
새로운 분석 도구를 제공하는 내용",https://gemini.google.com/share/435a66d6a164,2025-11-29,1,
59,즌 대랄의 멜로디 (The Melody of Jeun Daeral),미래 대비 교육용,청소년 이상,"청소년 독자를 위한 '정읍사'와 '망부석'에 대한 스토리북을 스케치풍으로 구성해 
보았습니다. 고대 언어 학자가 현대 음악 전공자에게 노래 속 아내의 간절한 마음을 설명하며 현대적 재해석을 요청하는 내용",https://gemini.google.com/share/0308f958c1bd,2025-11-29,1,
60,발명의 씨앗을 심는 습관,미래 대비 교육용,청소년 이상,"청소년 독자들을 대상으로 발명의 과정과 습관을 가르치는 '발명 습관 들이기' 
스토리북을 만들었습니다. 이 책은 발명 교실 수업 형태로 구성되어 있으며, 주변의 불편함을 인식하는 것부터 아이디어를 메모하고 발전시키는 과정",https://gemini.google.com/share/7a4fcd487145,2025-12-05,1,
61,불편을 찾는 발명 감지기,미래 대비 교육용,청소년 이상,초등학생 이상을 독자로 염두에 두고 '불편은 발명의 첫 단추'라는 주제로 만든 스토리북,https://gemini.google.com/share/289951b2da4a,2025-12-05,1,
62,숨결의 최고 경지 (The Highest Stage of the,미래 대비 교육용,청소년 이상,"청년 시절 도사님이 깨달은 깊은 호흡 명상법과 사선정 훈련에 대한 비법을, 
수채화풍의 삽화와 함께 도사님과 제자들의 대화체로 구성한 스토리북",https://gemini.google.com/share/979c29f6b6d4,2025-12-05,1,
63,생각 근육 튼튼! 잡생각은 싹!,미래 대비 교육용,청소년 이상,'생각 근육 만들기 및 잡생각 내려놓기 훈련'에 대한 이야기책,https://gemini.google.com/share/0d0743ad8bb5,2025-12-05,0,
64,AI 질문 근육을 키워요!,미래 대비 교육용,청소년 이상,"AI 시대에 질문을 잘하는 법, 즉 '질문 근육 키우기'에 대한 내용을 담임 선생님이 
친절하게 설명해 주는 이야기",https://gemini.google.com/share/3c95f7fa3a69,2025-12-05,0,
65,나날이 새로운 나 (A New Me Every Day),미래 대비 교육용,청소년 이상,아침에 일찍 일어나는 것과 매일 새롭게 다짐하는 것의 중요성을 담은 이야기,https://gemini.google.com/share/9bc9245adf59,2025-12-05,1,
66,"유비무환, 지혜로운 미래를 위하여 (Yubimuhan, For a Wise Future)",미래 대비 교육용,청소년 이상,"유비무환'의 정신을 바탕으로 이순신, 이율곡 등 역사적 인물들의 지혜를 조명하고, 
무분별한 AI 기술 도입이 초래할 수 있는 위험을 현인들의 대화를 통해 미리 논의하는 내용",https://gemini.google.com/share/156546b5f030,2025-12-05,0,
67,"유비무환, 지혜로운 미래를 위하여 (Yubimuhan, For a Wise Future)",미래 대비 교육용,청소년 이상,유비무환2,https://gemini.google.com/share/e9b6644ec040,2025-12-05,1,
68,"유비무환, 지혜로운 미래를 위하여 (Yubimuhan, For a Wise Future)",미래 대비 교육용,청소년 이상,유비무환3,https://gemini.google.com/share/bd1b4d7e0e1f,2025-12-05,0,
69,까시나 명상: 마음의 거울,미래 대비 교육용,청소년 이상,"까시나 명상법에 대한 스토리북을 작성했습니다. 이 이야기는 명상 지도사와
 제자들의 대화로 구성되어 있으며, 명상을 통해 정신 집중을 얻는 방법",https://gemini.google.com/share/bb2bacacd8ba,2025-12-12,1,
70,인공지능 시대의 등대 아래 대화- 곰이야-천동설이야,미래 대비 교육용,청소년 이상,"코페르니쿠스 시대의 천동설과 지동설 논쟁을 AI의 학습 방식에 비유하여, AI의 
한계와 미래 발전 단계를 대화 형식으로 풀어낸 이야기입니다. 독자 연령은 주제의 복잡성을 고려하여 10대 이상으로 설정",https://gemini.google.com/share/5275d938d642,2025-12-12,0,
71,두 엔진의 비밀: 인지공학자가 들려주는 길항작용 이야기,미래 대비 교육용,청소년 이상,"길항작용의 원리를 쉽게 이해할 수 있도록, 우리 몸의 균형을 유지하는 
'휴식 엔진'과 '주의집중 엔진'의 상반된 협력 관계를 중심으로 스토리를 구성",https://gemini.google.com/share/35c7ce9985d7,2025-12-12,1,
72,"거미, 놀고 먹는 잔혹한 천재 포식자",미래 대비 교육용,청소년 이상,"거미 생태 특별활동을 통해 거미에 대한 기초 지식을 배우고 거미의 습성을 
인간과 비교하며 생태학적 통찰을 얻는 내용",https://gemini.google.com/share/3e658af92a69,2025-12-12,0,
73,불타는 집과 하얀 수레: 삼계화택 비유 이야기,미래 대비 교육용,10세 이상,"10세 이상 독자를 위해 법화경의 삼계화택 비유를 바탕으로 한, 번뇌의 불타는 
집에서 벗어나는 방법에 대한 이야기를 작성했습니다. 이 이야기는 중생의 고통과 깨달음의 길을 설명",https://gemini.google.com/share/4263782096f4,2025-12-12,0,
74,마음 그릇 키우기 (Enlarging the Mind Vessel),미래 대비 교육용,10세 이상,"뇌공학자와 스님의 대화를 담은 이 이야기는 타고난 재능과 후천적인 노력이 
우리의 삶에 미치는 영향을 탐구하며, 10세 독자가 읽기에 적합",https://gemini.google.com/share/bb4ca524a08c,2025-12-12,1,
75,고요함을 준비하는 세 걸음 (The Three Steps to Prepare Calmness),미래 대비 교육용,14세이상,"계정혜 삼학'을 실천하기 전 '3점차'를 닦아야 하는 내용을 담은, 14세 독자를 
대상으로 한 스토리북을 만들었습니다. 청소년과 수련 지도사의 대화 형식으로 구성되어 있으며, 고요한 마음(선정)을 얻기 위한 준비 과정이 상세히 담겨",https://gemini.google.com/share/1a1dcdd97eb5,2025-12-12,1,
76,마음의 아홉 물결,미래 대비 교육용,10세이상,"10세 이상 독자를 위한 이 이야기는 수련 선생님이 수련생에게 탐진치 삼독을 
제거하고 번뇌 망상을 다스리는 정화 훈련법을 가르치는 과정",https://gemini.google.com/share/cd137ee114e8,2025-12-12,1,
77,마음에 새기는 세 가지 방법,미래 대비 교육용,11세이상,"12세 독자를 위한 이 이야기는 명상 지도사와 수련생들의 대화를 통해 사람들이 
상처와 분노를 다루는 방식에 따라 '돌', '흙', '물' 세 가지 유형으로 나뉨을 설명",https://gemini.google.com/share/16998d206e58,2025-12-12,0,
78,"2026년, AI와 함께 자라는 베타 세대",미래 대비 교육용,12세이상,"15세 청소년을 대상으로 2026년 AI 기술 동향을 크리스마스 축제에서 재미있는 
대화체로 소개하는 이야기",https://gemini.google.com/share/ccf8db9fe1c9,2025-12-12,0,
79,"과거의 메아리, 미래의 나침반",미래 대비 교육용,13세이상,"온고지신'의 지혜를 빅데이터 예측 기술과 결합하여 미래의 불확실성에 대비하는 
내용을 담은 10세 이상 독자를 위한 스토리북을 만들었습니다. 이 책은 미래학자와 빅데이터 전문가의 대화 형식으로 구성되어 기후 변화, 역병, 전쟁과 같은 위기가 과거의 패턴을 따르며 예측 가능하다는 메시지를 전달",https://gemini.google.com/share/a423434f4f2a,2025-12-20,0,
80,찰나와 영겁의 대화: 양자와 마음,미래 대비 교육용,청소년,"양자 역학의 심오한 원리와 2,500년 넘는 역사를 지닌 불교의 지혜가 만나는 
특별한 대담을 담은 스토리북을 제작하였습니다. 현대 물리학자, 불교 포교사, 그리고 영화 평론가가 나누는 흥미진진한 대화를 통해 입자와 파동의 이중성부터 아뢰야식에 이르는 우주의 비밀을 성인 및 청소년 독자의 눈높이에 맞춰 스케치 풍",https://gemini.google.com/share/6a2c7af004ca,2025-12-20,0,
81,침묵으로 지은 집,미래 대비 교육용,청소년,"장자의 '불언즉제' 사상과 현대의 기업 협상 사례를 통해 침묵의 가치와 비유의 
힘을 깨닫게 해주는 스승과 제자의 대화를 담았으며, 성인 및 청소년을 대상으로 한 우화",https://gemini.google.com/share/0f5fc41406c6,2025-12-20,1,
82,마음의 나침반: 태도의 재발견,미래 대비 교육용,청소년,"AI 시대를 준비하는 20대 이상의 신입 팀원들을 위해, 태도(態)의 진정한 의미와 
긍정적인 마음가짐이 가지는 힘을 담은 교육용 스토리북을 제작",https://gemini.google.com/share/e1bae2378e69,2025-12-27,1,
83,"체정혜(體精慧): 몸과 마음, 그리고 지혜의 꽃을 피우는 길",미래 대비 교육용,청소년,"도사님이 청소년들에게 신체(體), 정신(精), 지혜(慧)의 균형 잡힌 성장을 가르치고, 
아이들이 녹색 가로등 아이디어를 제안하며 함께 성장하는 과정을 담은 청소년 대상",https://gemini.google.com/share/1d498580639d,2025-12-27,1,
84,빛의 계단을 오르는 아이: 선재의 화엄 여행,미래 대비 교육용,청소년,부처님께서 지상과 천상을 오가며 아홉 번의 법회를 통해 깨달음의 단계를 전하시는 과정을 10세 어린이의 눈높이에 맞춰,https://gemini.google.com/share/36e2235324ce,2025-12-27,0,
